Item Purchased,Category,Color,Location,Size,Gender,Shipping Type,Payment Method,Discount Applied,Subscription Status,Season,Frequency of Purchases,Previous Purchases,Purchase Amount (USD),Age,Category_Item_Color,Category_Item_Size,Category_Item_Location,Prob Alta (%),Classe Prevista,Risco de Review
Jacket,Footwear,White,Texas,L,Male,Express,PayPal,0,1,Winter,Monthly,5,331.14,55,Footwear_Jacket_White,Footwear_Jacket_L,Footwear_Jacket_Texas,86.82,Alta,Alta probabilidade
Shoes,Footwear,Blue,California,XL,Male,Express,Credit Card,1,1,Winter,Monthly,0,215.0,49,Footwear_Shoes_Blue,Footwear_Shoes_XL,Footwear_Shoes_California,57.99,Alta,Moderada
T-shirt,Outerwear,Yellow,Florida,L,Male,Express,Debit Card,0,1,Spring,Weekly,6,359.94,28,Outerwear_T-shirt_Yellow,Outerwear_T-shirt_L,Outerwear_T-shirt_Florida,91.07,Alta,Alta probabilidade
T-shirt,Accessories,Black,New York,S,Male,Express,PayPal,1,0,Summer,Occasionally,5,432.0,18,Accessories_T-shirt_Black,Accessories_T-shirt_S,Accessories_T-shirt_New York,88.86,Alta,Alta probabilidade
T-shirt,Clothing,Black,New York,S,Female,Express,Debit Card,0,0,Summer,Occasionally,3,85.8,42,Clothing_T-shirt_Black,Clothing_T-shirt_S,Clothing_T-shirt_New York,66.27,Alta,Moderada
Dress,Outerwear,Red,New York,M,Female,Standard,Credit Card,0,0,Winter,Weekly,0,231.26,59,Outerwear_Dress_Red,Outerwear_Dress_M,Outerwear_Dress_New York,67.19,Alta,Moderada
Jeans,Outerwear,Green,Florida,S,Male,Express,Debit Card,1,0,Spring,Weekly,8,209.93,69,Outerwear_Jeans_Green,Outerwear_Jeans_S,Outerwear_Jeans_Florida,51.51,Alta,Moderada
Dress,Outerwear,Blue,Nevada,L,Male,Express,PayPal,1,1,Fall,Occasionally,3,346.86,41,Outerwear_Dress_Blue,Outerwear_Dress_L,Outerwear_Dress_Nevada,70.51,Alta,Alta probabilidade
Jeans,Footwear,Green,Nevada,XL,Male,Express,Credit Card,0,0,Winter,Occasionally,1,132.44,60,Footwear_Jeans_Green,Footwear_Jeans_XL,Footwear_Jeans_Nevada,52.41,Alta,Moderada
T-shirt,Accessories,Red,California,M,Male,Standard,PayPal,0,0,Fall,Weekly,7,323.72,34,Accessories_T-shirt_Red,Accessories_T-shirt_M,Accessories_T-shirt_California,80.05,Alta,Alta probabilidade
T-shirt,Outerwear,Black,Nevada,XL,Female,Express,Credit Card,0,0,Winter,Weekly,1,439.97,25,Outerwear_T-shirt_Black,Outerwear_T-shirt_XL,Outerwear_T-shirt_Nevada,93.09,Alta,Alta probabilidade
Dress,Clothing,Green,Nevada,L,Male,Standard,Credit Card,0,1,Winter,Monthly,4,214.88,62,Clothing_Dress_Green,Clothing_Dress_L,Clothing_Dress_Nevada,62.39,Alta,Moderada
Dress,Accessories,Green,New York,S,Female,Express,Credit Card,1,1,Spring,Monthly,5,456.4,44,Accessories_Dress_Green,Accessories_Dress_S,Accessories_Dress_New York,85.07,Alta,Alta probabilidade
Jeans,Clothing,Black,New York,M,Female,Express,Debit Card,0,1,Spring,Occasionally,7,496.65,69,Clothing_Jeans_Black,Clothing_Jeans_M,Clothing_Jeans_New York,78.8,Alta,Alta probabilidade
Jacket,Accessories,Blue,California,L,Male,Standard,PayPal,0,0,Fall,Weekly,0,61.99,35,Accessories_Jacket_Blue,Accessories_Jacket_L,Accessories_Jacket_California,54.31,Alta,Moderada
Jeans,Clothing,Black,Texas,M,Male,Express,PayPal,0,1,Fall,Occasionally,0,124.2,44,Clothing_Jeans_Black,Clothing_Jeans_M,Clothing_Jeans_Texas,63.96,Alta,Moderada
Dress,Footwear,Green,California,M,Female,Standard,PayPal,1,0,Summer,Monthly,3,475.69,39,Footwear_Dress_Green,Footwear_Dress_M,Footwear_Dress_California,82.08,Alta,Alta probabilidade
Dress,Outerwear,Blue,California,S,Female,Standard,Credit Card,0,0,Spring,Monthly,4,479.58,33,Outerwear_Dress_Blue,Outerwear_Dress_S,Outerwear_Dress_California,91.35,Alta,Alta probabilidade
Shoes,Clothing,Blue,Florida,L,Male,Express,Debit Card,1,0,Winter,Occasionally,8,57.88,19,Clothing_Shoes_Blue,Clothing_Shoes_L,Clothing_Shoes_Florida,36.38,Não-Alta,Baixa
Dress,Accessories,Black,Florida,XL,Male,Express,Credit Card,1,1,Winter,Monthly,6,17.35,22,Accessories_Dress_Black,Accessories_Dress_XL,Accessories_Dress_Florida,65.13,Alta,Moderada
Shoes,Outerwear,Green,California,M,Male,Express,PayPal,1,1,Summer,Weekly,6,88.94,35,Outerwear_Shoes_Green,Outerwear_Shoes_M,Outerwear_Shoes_California,41.06,Não-Alta,Baixa
Jacket,Outerwear,Red,California,M,Female,Express,Debit Card,1,0,Spring,Occasionally,7,498.05,20,Outerwear_Jacket_Red,Outerwear_Jacket_M,Outerwear_Jacket_California,79.85,Alta,Alta probabilidade
Jeans,Accessories,Green,California,XL,Female,Standard,Debit Card,1,0,Winter,Weekly,4,98.2,44,Accessories_Jeans_Green,Accessories_Jeans_XL,Accessories_Jeans_California,51.79,Alta,Moderada
Jeans,Clothing,White,Nevada,L,Male,Standard,Debit Card,1,1,Summer,Weekly,4,256.25,34,Clothing_Jeans_White,Clothing_Jeans_L,Clothing_Jeans_Nevada,74.84,Alta,Alta probabilidade
Shoes,Footwear,Yellow,Florida,M,Female,Express,PayPal,1,1,Summer,Monthly,0,425.72,33,Footwear_Shoes_Yellow,Footwear_Shoes_M,Footwear_Shoes_Florida,91.75,Alta,Alta probabilidade
Jeans,Footwear,Red,California,M,Female,Standard,Debit Card,0,1,Winter,Weekly,8,20.0,23,Footwear_Jeans_Red,Footwear_Jeans_M,Footwear_Jeans_California,45.44,Não-Alta,Baixa
Dress,Clothing,Blue,New York,M,Male,Standard,Debit Card,0,0,Winter,Occasionally,5,306.2,68,Clothing_Dress_Blue,Clothing_Dress_M,Clothing_Dress_New York,83.31,Alta,Alta probabilidade
T-shirt,Outerwear,Red,New York,L,Male,Express,Credit Card,1,0,Fall,Weekly,8,145.74,24,Outerwear_T-shirt_Red,Outerwear_T-shirt_L,Outerwear_T-shirt_New York,62.97,Alta,Moderada
Shoes,Outerwear,Blue,Nevada,L,Female,Standard,Credit Card,0,0,Spring,Weekly,2,432.54,67,Outerwear_Shoes_Blue,Outerwear_Shoes_L,Outerwear_Shoes_Nevada,82.39,Alta,Alta probabilidade
Jeans,Outerwear,Blue,Nevada,XL,Female,Standard,Debit Card,0,1,Fall,Weekly,4,148.9,31,Outerwear_Jeans_Blue,Outerwear_Jeans_XL,Outerwear_Jeans_Nevada,61.69,Alta,Moderada
Shoes,Outerwear,Red,Texas,L,Male,Express,Debit Card,1,1,Summer,Weekly,1,346.51,55,Outerwear_Shoes_Red,Outerwear_Shoes_L,Outerwear_Shoes_Texas,79.92,Alta,Alta probabilidade
Shoes,Clothing,Blue,Texas,L,Male,Standard,Credit Card,0,1,Winter,Weekly,9,340.37,57,Clothing_Shoes_Blue,Clothing_Shoes_L,Clothing_Shoes_Texas,83.81,Alta,Alta probabilidade
T-shirt,Outerwear,Blue,Texas,S,Male,Express,Credit Card,1,0,Fall,Monthly,4,118.53,32,Outerwear_T-shirt_Blue,Outerwear_T-shirt_S,Outerwear_T-shirt_Texas,70.68,Alta,Alta probabilidade
Dress,Accessories,White,Nevada,XL,Male,Standard,Credit Card,0,0,Summer,Occasionally,7,27.05,64,Accessories_Dress_White,Accessories_Dress_XL,Accessories_Dress_Nevada,56.28,Alta,Moderada
Shoes,Outerwear,Green,Nevada,M,Male,Express,PayPal,1,1,Spring,Monthly,1,210.53,64,Outerwear_Shoes_Green,Outerwear_Shoes_M,Outerwear_Shoes_Nevada,50.16,Alta,Moderada
Jeans,Footwear,Green,Nevada,L,Female,Standard,PayPal,1,0,Winter,Occasionally,7,151.7,65,Footwear_Jeans_Green,Footwear_Jeans_L,Footwear_Jeans_Nevada,40.1,Não-Alta,Baixa
Jacket,Outerwear,Yellow,New York,M,Female,Standard,Credit Card,0,1,Fall,Occasionally,3,406.4,50,Outerwear_Jacket_Yellow,Outerwear_Jacket_M,Outerwear_Jacket_New York,88.14,Alta,Alta probabilidade
Shoes,Clothing,Yellow,Nevada,M,Female,Express,Debit Card,0,0,Spring,Occasionally,9,402.18,60,Clothing_Shoes_Yellow,Clothing_Shoes_M,Clothing_Shoes_Nevada,78.93,Alta,Alta probabilidade
Shoes,Footwear,White,New York,S,Female,Express,Credit Card,1,1,Fall,Occasionally,9,233.94,44,Footwear_Shoes_White,Footwear_Shoes_S,Footwear_Shoes_New York,70.7,Alta,Alta probabilidade
T-shirt,Clothing,Yellow,Texas,L,Male,Express,PayPal,1,0,Summer,Occasionally,0,307.19,46,Clothing_T-shirt_Yellow,Clothing_T-shirt_L,Clothing_T-shirt_Texas,90.81,Alta,Alta probabilidade
Dress,Clothing,Red,Texas,XL,Male,Express,Debit Card,1,0,Spring,Weekly,4,306.09,54,Clothing_Dress_Red,Clothing_Dress_XL,Clothing_Dress_Texas,88.22,Alta,Alta probabilidade
Jacket,Footwear,Black,Texas,L,Male,Standard,PayPal,0,1,Fall,Monthly,0,415.31,22,Footwear_Jacket_Black,Footwear_Jacket_L,Footwear_Jacket_Texas,94.17,Alta,Alta probabilidade
Jeans,Clothing,Black,California,M,Female,Standard,Debit Card,0,1,Spring,Monthly,6,218.25,46,Clothing_Jeans_Black,Clothing_Jeans_M,Clothing_Jeans_California,72.85,Alta,Alta probabilidade
Jacket,Clothing,Black,California,XL,Female,Standard,PayPal,0,1,Summer,Weekly,7,144.97,49,Clothing_Jacket_Black,Clothing_Jacket_XL,Clothing_Jacket_California,75.76,Alta,Alta probabilidade
Jeans,Outerwear,White,Florida,L,Female,Express,Debit Card,0,1,Spring,Occasionally,2,139.87,23,Outerwear_Jeans_White,Outerwear_Jeans_L,Outerwear_Jeans_Florida,58.63,Alta,Moderada
Dress,Accessories,White,Florida,M,Male,Standard,Debit Card,1,1,Fall,Monthly,2,272.73,19,Accessories_Dress_White,Accessories_Dress_M,Accessories_Dress_Florida,74.2,Alta,Alta probabilidade
Jeans,Clothing,Blue,Florida,M,Female,Standard,Debit Card,1,0,Summer,Weekly,6,230.08,23,Clothing_Jeans_Blue,Clothing_Jeans_M,Clothing_Jeans_Florida,12.04,Não-Alta,Baixa
T-shirt,Clothing,Black,California,S,Male,Express,Debit Card,1,1,Winter,Weekly,3,225.66,63,Clothing_T-shirt_Black,Clothing_T-shirt_S,Clothing_T-shirt_California,75.22,Alta,Alta probabilidade
T-shirt,Clothing,Red,California,S,Male,Express,PayPal,1,1,Fall,Monthly,2,54.66,60,Clothing_T-shirt_Red,Clothing_T-shirt_S,Clothing_T-shirt_California,49.82,Não-Alta,Baixa
T-shirt,Outerwear,Yellow,Florida,S,Male,Standard,PayPal,0,1,Fall,Monthly,7,362.12,21,Outerwear_T-shirt_Yellow,Outerwear_T-shirt_S,Outerwear_T-shirt_Florida,91.71,Alta,Alta probabilidade
T-shirt,Accessories,Red,Florida,M,Male,Express,Debit Card,1,0,Summer,Occasionally,2,114.73,46,Accessories_T-shirt_Red,Accessories_T-shirt_M,Accessories_T-shirt_Florida,48.06,Não-Alta,Baixa
Jacket,Footwear,Yellow,Nevada,L,Male,Standard,Debit Card,1,1,Summer,Occasionally,6,106.51,42,Footwear_Jacket_Yellow,Footwear_Jacket_L,Footwear_Jacket_Nevada,67.43,Alta,Moderada
Dress,Outerwear,Black,Florida,S,Male,Standard,PayPal,0,1,Winter,Monthly,1,212.25,26,Outerwear_Dress_Black,Outerwear_Dress_S,Outerwear_Dress_Florida,80.33,Alta,Alta probabilidade
Jeans,Outerwear,Black,Nevada,L,Female,Express,Debit Card,0,1,Fall,Occasionally,0,121.61,20,Outerwear_Jeans_Black,Outerwear_Jeans_L,Outerwear_Jeans_Nevada,55.92,Alta,Moderada
Jeans,Accessories,Black,New York,S,Male,Standard,Debit Card,1,0,Summer,Weekly,5,296.09,43,Accessories_Jeans_Black,Accessories_Jeans_S,Accessories_Jeans_New York,75.73,Alta,Alta probabilidade
T-shirt,Accessories,White,California,XL,Male,Express,Debit Card,0,0,Winter,Occasionally,7,192.02,65,Accessories_T-shirt_White,Accessories_T-shirt_XL,Accessories_T-shirt_California,76.77,Alta,Alta probabilidade
T-shirt,Outerwear,Yellow,Florida,XL,Female,Express,Credit Card,1,1,Winter,Occasionally,0,229.97,60,Outerwear_T-shirt_Yellow,Outerwear_T-shirt_XL,Outerwear_T-shirt_Florida,84.22,Alta,Alta probabilidade
Shoes,Footwear,White,California,S,Male,Standard,Debit Card,0,0,Summer,Weekly,9,273.21,44,Footwear_Shoes_White,Footwear_Shoes_S,Footwear_Shoes_California,78.2,Alta,Alta probabilidade
Dress,Outerwear,White,California,M,Female,Standard,Credit Card,0,1,Fall,Occasionally,8,109.73,53,Outerwear_Dress_White,Outerwear_Dress_M,Outerwear_Dress_California,61.63,Alta,Moderada
Jacket,Accessories,Green,California,S,Female,Standard,Debit Card,1,0,Spring,Weekly,2,86.32,49,Accessories_Jacket_Green,Accessories_Jacket_S,Accessories_Jacket_California,54.65,Alta,Moderada
Jeans,Footwear,Red,New York,S,Female,Express,PayPal,0,1,Spring,Occasionally,2,441.41,18,Footwear_Jeans_Red,Footwear_Jeans_S,Footwear_Jeans_New York,84.24,Alta,Alta probabilidade
Shoes,Accessories,Red,Texas,M,Male,Standard,Credit Card,1,0,Winter,Monthly,3,222.52,33,Accessories_Shoes_Red,Accessories_Shoes_M,Accessories_Shoes_Texas,73.36,Alta,Alta probabilidade
Shoes,Footwear,Blue,Florida,XL,Male,Express,Credit Card,0,1,Spring,Occasionally,0,211.93,68,Footwear_Shoes_Blue,Footwear_Shoes_XL,Footwear_Shoes_Florida,69.92,Alta,Moderada
Jeans,Clothing,White,Texas,L,Female,Express,Debit Card,0,1,Spring,Monthly,8,27.45,65,Clothing_Jeans_White,Clothing_Jeans_L,Clothing_Jeans_Texas,72.91,Alta,Alta probabilidade
Jacket,Accessories,Yellow,Texas,S,Male,Standard,Debit Card,0,0,Summer,Monthly,2,254.01,28,Accessories_Jacket_Yellow,Accessories_Jacket_S,Accessories_Jacket_Texas,89.2,Alta,Alta probabilidade
Shoes,Accessories,Green,Texas,M,Male,Express,Credit Card,0,1,Winter,Monthly,9,281.54,43,Accessories_Shoes_Green,Accessories_Shoes_M,Accessories_Shoes_Texas,76.02,Alta,Alta probabilidade
Shoes,Outerwear,Green,California,S,Female,Standard,PayPal,0,1,Fall,Monthly,3,283.83,57,Outerwear_Shoes_Green,Outerwear_Shoes_S,Outerwear_Shoes_California,71.07,Alta,Alta probabilidade
Dress,Accessories,Red,Nevada,M,Female,Standard,PayPal,1,1,Winter,Monthly,0,356.45,18,Accessories_Dress_Red,Accessories_Dress_M,Accessories_Dress_Nevada,75.34,Alta,Alta probabilidade
Jacket,Accessories,White,California,L,Male,Standard,Debit Card,0,1,Summer,Weekly,3,96.97,43,Accessories_Jacket_White,Accessories_Jacket_L,Accessories_Jacket_California,65.8,Alta,Moderada
Shoes,Clothing,Blue,California,L,Female,Standard,PayPal,1,0,Spring,Weekly,0,133.59,45,Clothing_Shoes_Blue,Clothing_Shoes_L,Clothing_Shoes_California,51.39,Alta,Moderada
Jacket,Accessories,White,Texas,XL,Female,Standard,PayPal,0,1,Fall,Weekly,4,407.26,26,Accessories_Jacket_White,Accessories_Jacket_XL,Accessories_Jacket_Texas,93.64,Alta,Alta probabilidade
Jeans,Clothing,Black,California,M,Female,Standard,Debit Card,1,0,Winter,Monthly,4,474.11,61,Clothing_Jeans_Black,Clothing_Jeans_M,Clothing_Jeans_California,83.95,Alta,Alta probabilidade
T-shirt,Clothing,White,Texas,M,Male,Standard,PayPal,0,0,Spring,Occasionally,6,76.61,39,Clothing_T-shirt_White,Clothing_T-shirt_M,Clothing_T-shirt_Texas,75.41,Alta,Alta probabilidade
Shoes,Clothing,Black,Nevada,XL,Male,Express,Debit Card,1,0,Winter,Weekly,7,253.85,25,Clothing_Shoes_Black,Clothing_Shoes_XL,Clothing_Shoes_Nevada,73.68,Alta,Alta probabilidade
Dress,Clothing,Black,Florida,XL,Male,Standard,Credit Card,1,0,Fall,Occasionally,3,114.95,66,Clothing_Dress_Black,Clothing_Dress_XL,Clothing_Dress_Florida,83.7,Alta,Alta probabilidade
Jeans,Footwear,Blue,Texas,M,Female,Express,Debit Card,0,1,Winter,Occasionally,6,39.44,59,Footwear_Jeans_Blue,Footwear_Jeans_M,Footwear_Jeans_Texas,45.35,Não-Alta,Baixa
Jacket,Outerwear,Yellow,Nevada,XL,Male,Express,Credit Card,0,1,Winter,Monthly,3,169.5,44,Outerwear_Jacket_Yellow,Outerwear_Jacket_XL,Outerwear_Jacket_Nevada,77.13,Alta,Alta probabilidade
Jeans,Footwear,Red,Florida,L,Female,Express,Credit Card,0,0,Winter,Monthly,2,80.41,56,Footwear_Jeans_Red,Footwear_Jeans_L,Footwear_Jeans_Florida,43.46,Não-Alta,Baixa
Shoes,Accessories,White,New York,S,Male,Standard,PayPal,1,1,Spring,Monthly,5,357.87,36,Accessories_Shoes_White,Accessories_Shoes_S,Accessories_Shoes_New York,83.59,Alta,Alta probabilidade
Jacket,Footwear,Black,Texas,L,Male,Express,PayPal,1,0,Fall,Weekly,3,271.53,42,Footwear_Jacket_Black,Footwear_Jacket_L,Footwear_Jacket_Texas,82.89,Alta,Alta probabilidade
T-shirt,Footwear,White,Texas,XL,Female,Express,PayPal,0,1,Fall,Monthly,2,80.48,55,Footwear_T-shirt_White,Footwear_T-shirt_XL,Footwear_T-shirt_Texas,76.26,Alta,Alta probabilidade
Jeans,Accessories,Yellow,New York,M,Male,Standard,Debit Card,0,1,Spring,Weekly,8,14.53,38,Accessories_Jeans_Yellow,Accessories_Jeans_M,Accessories_Jeans_New York,57.4,Alta,Moderada
Shoes,Accessories,Red,New York,M,Female,Standard,PayPal,1,1,Spring,Weekly,4,406.0,41,Accessories_Shoes_Red,Accessories_Shoes_M,Accessories_Shoes_New York,79.41,Alta,Alta probabilidade
Dress,Accessories,Yellow,Texas,L,Male,Express,Credit Card,1,0,Spring,Weekly,6,96.34,41,Accessories_Dress_Yellow,Accessories_Dress_L,Accessories_Dress_Texas,76.34,Alta,Alta probabilidade
Jacket,Footwear,Red,New York,M,Male,Standard,PayPal,0,0,Summer,Weekly,5,307.05,36,Footwear_Jacket_Red,Footwear_Jacket_M,Footwear_Jacket_New York,75.26,Alta,Alta probabilidade
Jeans,Footwear,Green,California,XL,Female,Standard,PayPal,1,1,Winter,Monthly,9,175.09,67,Footwear_Jeans_Green,Footwear_Jeans_XL,Footwear_Jeans_California,61.26,Alta,Moderada
Jeans,Accessories,Red,Florida,L,Female,Standard,Debit Card,0,0,Winter,Weekly,4,296.89,64,Accessories_Jeans_Red,Accessories_Jeans_L,Accessories_Jeans_Florida,65.86,Alta,Moderada
T-shirt,Outerwear,Blue,Florida,M,Female,Standard,Debit Card,0,0,Fall,Monthly,6,164.67,19,Outerwear_T-shirt_Blue,Outerwear_T-shirt_M,Outerwear_T-shirt_Florida,64.03,Alta,Moderada
T-shirt,Outerwear,Yellow,Florida,S,Male,Express,Credit Card,0,1,Winter,Monthly,5,52.6,31,Outerwear_T-shirt_Yellow,Outerwear_T-shirt_S,Outerwear_T-shirt_Florida,73.46,Alta,Alta probabilidade
Dress,Clothing,Black,California,S,Male,Standard,Debit Card,1,0,Summer,Weekly,9,119.25,49,Clothing_Dress_Black,Clothing_Dress_S,Clothing_Dress_California,71.05,Alta,Alta probabilidade
Dress,Accessories,Green,New York,XL,Male,Standard,PayPal,1,1,Spring,Monthly,1,102.15,59,Accessories_Dress_Green,Accessories_Dress_XL,Accessories_Dress_New York,61.99,Alta,Moderada
Shoes,Clothing,Blue,Nevada,M,Female,Standard,Debit Card,1,1,Fall,Occasionally,2,219.73,49,Clothing_Shoes_Blue,Clothing_Shoes_M,Clothing_Shoes_Nevada,49.3,Não-Alta,Baixa
Shoes,Outerwear,White,New York,XL,Female,Express,Credit Card,1,1,Fall,Monthly,1,332.56,45,Outerwear_Shoes_White,Outerwear_Shoes_XL,Outerwear_Shoes_New York,81.45,Alta,Alta probabilidade
Dress,Clothing,Yellow,Texas,L,Female,Express,PayPal,0,0,Winter,Monthly,2,139.26,65,Clothing_Dress_Yellow,Clothing_Dress_L,Clothing_Dress_Texas,63.46,Alta,Moderada
Dress,Accessories,Black,Florida,S,Male,Standard,Credit Card,1,1,Fall,Weekly,0,15.91,56,Accessories_Dress_Black,Accessories_Dress_S,Accessories_Dress_Florida,58.02,Alta,Moderada
Jacket,Accessories,Red,New York,L,Male,Standard,Debit Card,0,1,Spring,Weekly,7,264.28,57,Accessories_Jacket_Red,Accessories_Jacket_L,Accessories_Jacket_New York,77.74,Alta,Alta probabilidade
T-shirt,Accessories,Black,Nevada,M,Female,Express,Debit Card,0,0,Fall,Monthly,5,306.82,59,Accessories_T-shirt_Black,Accessories_T-shirt_M,Accessories_T-shirt_Nevada,75.82,Alta,Alta probabilidade
Shoes,Footwear,White,Texas,XL,Male,Standard,Credit Card,0,0,Spring,Weekly,1,481.81,64,Footwear_Shoes_White,Footwear_Shoes_XL,Footwear_Shoes_Texas,93.57,Alta,Alta probabilidade
T-shirt,Clothing,Green,California,XL,Female,Standard,PayPal,1,0,Summer,Occasionally,7,298.84,57,Clothing_T-shirt_Green,Clothing_T-shirt_XL,Clothing_T-shirt_California,79.97,Alta,Alta probabilidade
T-shirt,Outerwear,Green,California,XL,Male,Express,Debit Card,0,0,Summer,Occasionally,5,240.87,30,Outerwear_T-shirt_Green,Outerwear_T-shirt_XL,Outerwear_T-shirt_California,77.26,Alta,Alta probabilidade
Dress,Outerwear,Yellow,Nevada,L,Male,Standard,Debit Card,0,1,Spring,Weekly,6,290.97,29,Outerwear_Dress_Yellow,Outerwear_Dress_L,Outerwear_Dress_Nevada,86.84,Alta,Alta probabilidade
Jacket,Outerwear,Green,Texas,S,Female,Standard,PayPal,1,0,Winter,Monthly,0,464.67,25,Outerwear_Jacket_Green,Outerwear_Jacket_S,Outerwear_Jacket_Texas,96.08,Alta,Alta probabilidade
Jeans,Footwear,Yellow,Florida,L,Male,Express,Debit Card,0,0,Fall,Occasionally,6,415.91,32,Footwear_Jeans_Yellow,Footwear_Jeans_L,Footwear_Jeans_Florida,84.93,Alta,Alta probabilidade
Jacket,Footwear,Yellow,New York,L,Male,Express,Credit Card,1,0,Winter,Occasionally,2,168.26,43,Footwear_Jacket_Yellow,Footwear_Jacket_L,Footwear_Jacket_New York,73.01,Alta,Alta probabilidade
Jacket,Accessories,Yellow,Texas,M,Female,Standard,Debit Card,1,0,Fall,Monthly,7,126.25,29,Accessories_Jacket_Yellow,Accessories_Jacket_M,Accessories_Jacket_Texas,74.67,Alta,Alta probabilidade
T-shirt,Outerwear,Red,California,M,Female,Express,Debit Card,1,1,Summer,Weekly,5,138.69,60,Outerwear_T-shirt_Red,Outerwear_T-shirt_M,Outerwear_T-shirt_California,55.6,Alta,Moderada
Jacket,Footwear,Blue,Nevada,M,Male,Standard,PayPal,0,0,Summer,Occasionally,3,257.17,68,Footwear_Jacket_Blue,Footwear_Jacket_M,Footwear_Jacket_Nevada,63.03,Alta,Moderada
Shoes,Accessories,Yellow,Nevada,S,Female,Standard,Credit Card,1,1,Summer,Monthly,7,374.58,63,Accessories_Shoes_Yellow,Accessories_Shoes_S,Accessories_Shoes_Nevada,84.83,Alta,Alta probabilidade
T-shirt,Outerwear,Yellow,New York,S,Male,Standard,PayPal,1,0,Fall,Monthly,8,256.58,44,Outerwear_T-shirt_Yellow,Outerwear_T-shirt_S,Outerwear_T-shirt_New York,83.13,Alta,Alta probabilidade
Shoes,Clothing,Blue,Nevada,M,Female,Express,Debit Card,1,1,Summer,Occasionally,9,43.22,35,Clothing_Shoes_Blue,Clothing_Shoes_M,Clothing_Shoes_Nevada,27.88,Não-Alta,Baixa
Jeans,Accessories,Black,Nevada,M,Male,Express,Debit Card,1,1,Summer,Weekly,1,364.55,62,Accessories_Jeans_Black,Accessories_Jeans_M,Accessories_Jeans_Nevada,71.7,Alta,Alta probabilidade
T-shirt,Footwear,Yellow,Texas,S,Male,Standard,PayPal,0,0,Summer,Occasionally,5,404.93,53,Footwear_T-shirt_Yellow,Footwear_T-shirt_S,Footwear_T-shirt_Texas,94.36,Alta,Alta probabilidade
Jeans,Footwear,Red,Florida,XL,Female,Standard,PayPal,1,1,Summer,Monthly,4,151.85,66,Footwear_Jeans_Red,Footwear_Jeans_XL,Footwear_Jeans_Florida,57.59,Alta,Moderada
T-shirt,Accessories,Green,New York,S,Male,Express,PayPal,0,0,Winter,Occasionally,4,335.42,68,Accessories_T-shirt_Green,Accessories_T-shirt_S,Accessories_T-shirt_New York,74.74,Alta,Alta probabilidade
Dress,Accessories,Green,Texas,S,Male,Express,Credit Card,1,1,Summer,Weekly,9,219.03,44,Accessories_Dress_Green,Accessories_Dress_S,Accessories_Dress_Texas,73.45,Alta,Alta probabilidade
Jacket,Footwear,White,Florida,S,Female,Express,Debit Card,0,1,Summer,Monthly,2,445.67,26,Footwear_Jacket_White,Footwear_Jacket_S,Footwear_Jacket_Florida,88.36,Alta,Alta probabilidade
Dress,Clothing,White,Texas,M,Female,Standard,PayPal,1,1,Winter,Weekly,7,424.16,56,Clothing_Dress_White,Clothing_Dress_M,Clothing_Dress_Texas,73.78,Alta,Alta probabilidade
Jeans,Outerwear,Green,Texas,XL,Male,Express,Debit Card,0,0,Winter,Occasionally,7,267.46,18,Outerwear_Jeans_Green,Outerwear_Jeans_XL,Outerwear_Jeans_Texas,78.47,Alta,Alta probabilidade
Jacket,Clothing,Green,Nevada,S,Female,Express,Credit Card,1,1,Fall,Occasionally,4,348.84,24,Clothing_Jacket_Green,Clothing_Jacket_S,Clothing_Jacket_Nevada,70.57,Alta,Alta probabilidade
T-shirt,Accessories,Red,Florida,M,Female,Standard,Credit Card,0,0,Spring,Weekly,7,442.84,43,Accessories_T-shirt_Red,Accessories_T-shirt_M,Accessories_T-shirt_Florida,88.17,Alta,Alta probabilidade
Jacket,Clothing,Blue,New York,L,Male,Standard,Credit Card,0,1,Summer,Occasionally,9,252.9,24,Clothing_Jacket_Blue,Clothing_Jacket_L,Clothing_Jacket_New York,73.79,Alta,Alta probabilidade
Shoes,Footwear,White,New York,L,Male,Standard,Credit Card,0,1,Summer,Weekly,7,163.49,69,Footwear_Shoes_White,Footwear_Shoes_L,Footwear_Shoes_New York,76.19,Alta,Alta probabilidade
Jacket,Accessories,Blue,Florida,S,Female,Express,Debit Card,1,1,Summer,Occasionally,2,379.3,24,Accessories_Jacket_Blue,Accessories_Jacket_S,Accessories_Jacket_Florida,78.03,Alta,Alta probabilidade
Shoes,Outerwear,Red,Nevada,L,Female,Standard,Credit Card,0,1,Fall,Weekly,1,117.83,25,Outerwear_Shoes_Red,Outerwear_Shoes_L,Outerwear_Shoes_Nevada,57.61,Alta,Moderada
Jacket,Footwear,Green,California,XL,Female,Standard,Credit Card,0,1,Summer,Weekly,8,200.38,33,Footwear_Jacket_Green,Footwear_Jacket_XL,Footwear_Jacket_California,78.83,Alta,Alta probabilidade
Shoes,Footwear,Yellow,Texas,L,Male,Standard,PayPal,0,1,Spring,Monthly,1,434.21,20,Footwear_Shoes_Yellow,Footwear_Shoes_L,Footwear_Shoes_Texas,93.06,Alta,Alta probabilidade
Jeans,Outerwear,Blue,Nevada,L,Male,Standard,Credit Card,0,0,Winter,Monthly,8,364.97,62,Outerwear_Jeans_Blue,Outerwear_Jeans_L,Outerwear_Jeans_Nevada,74.31,Alta,Alta probabilidade
